,Text (IPCC report),Text (IPCC report) - Row Index,Text (IPCC mentions),Text (IPCC mentions) - Row Index,Distance,Ratio,Matching Text
19,"Adaptation takes place at international, national and local levels.",12,The activity data and other information used come mainly from national and international sources.,2652,60,0.5121951219512195,['national and ']
20,"Adaptation takes place at international, national and local levels.",12,"Zimbabwe participates in regional, continental and international programs at different levels.",2793,57,0.5217391304347826,"[' international', ' levels.']"
21,"Adaptation takes place at international, national and local levels.",12,The fraction is low in plantations and orchards and palm groves.,2913,43,0.5190839694656488,[]
22,"Adaptation takes place at international, national and local levels.",12,Activity data is provided at the national level.,3292,40,0.5565217391304348,[' national ']
23,Adaptation is more likely to contribute to sustainable development when policies align with mitigation and poverty eradication goals (medium confidence).,12,Adaptation has also been done to accommodate the mitigation actions considered.,1149,96,0.5172413793103448,"['Adaptation ', ' mitigation a']"
24,Adaptation is more likely to contribute to sustainable development when policies align with mitigation and poverty eradication goals (medium confidence).,12,The adaptation strategy does not run counter to the sustainable development strategy which takes into account non-climatic factors (IPCC).,1478,97,0.5429553264604812,"['daptation ', 'sustainable development ']"
25,"Overshoot pathways are characterized by the peak magnitude of the overshoot, which may have implications for impacts.",13,"There are, however, still many uncertainties about the type and magnitude of health impacts of CC.",2581,84,0.5116279069767442,[' magnitude of ']
26,"All 1.5°C pathways involve limiting cumulative emissions of long-lived greenhouse gases, including carbon dioxide and nitrous oxide, and substantial reductions in other climate forcers (high confidence).",13,"During these processes, many different greenhouse gases, including carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs) and perfluorocarbons (PFCs), can be produced; (2006 IPCC Guidelines V3_1, Ch 1).",50,161,0.5023041474654377,"[' greenhouse gases, including carbon dioxide ', 'nitrous oxide']"
27,"All 1.5°C pathways involve limiting cumulative emissions of long-lived greenhouse gases, including carbon dioxide and nitrous oxide, and substantial reductions in other climate forcers (high confidence).",13,"The LULUCF sector takes stock of the following greenhouse gas emissions - carbon dioxide, methane and nitrous oxide, as well as the precursor gases nitrogen oxides and carbon monoxide.",154,132,0.5271317829457365,"[' greenhouse gas', ' carbon dioxide', 'd nitrous oxide, a']"
28,"All 1.5°C pathways involve limiting cumulative emissions of long-lived greenhouse gases, including carbon dioxide and nitrous oxide, and substantial reductions in other climate forcers (high confidence).",13,Continued emissions of greenhouse gases will cause further warming and changes to all components of the climate system.,1630,132,0.5031055900621118,"[' emissions of ', 'reenhouse gases', ' climate ']"
29,"All 1.5°C pathways involve limiting cumulative emissions of long-lived greenhouse gases, including carbon dioxide and nitrous oxide, and substantial reductions in other climate forcers (high confidence).",13,Emissions of indirect greenhouse gases such as carbon monoxide and nitrogen oxides were estimated as well according to the IPCC Methodology.,2350,128,0.5131195335276968,"['ssions of ', ' greenhouse gases', ' carbon ', 'oxide and nitro', ' oxide']"
30,Global warming is defined in this report as an increase in combined surface air and sea surface temperatures averaged over the globe and over a 30-year period.,14,using global warming potential (GWP) values provided by the IPCC in the Second Assessment Report based on the impact of greenhouse gases over a 100-year period.,350,107,0.5266457680250783,"['lobal warming ', ' over a ', '0-year period.']"
31,Global warming is defined in this report as an increase in combined surface air and sea surface temperatures averaged over the globe and over a 30-year period.,14,As summarized in IPCC special report Global Warming of 1.5 °C (SR1.5) the increase of the average surface temperature of the earth will lead to,626,110,0.509933774834437,"[' report ', ' surface temperature']"
32,Global warming is defined in this report as an increase in combined surface air and sea surface temperatures averaged over the globe and over a 30-year period.,14,"GCM projections indicate increases in sea-surface temperatures throughout the year (Simpson, et al., 2012).",2928,100,0.518796992481203,"['increase', 'surface temperatures ']"
33,Global warming is defined in this report as an increase in combined surface air and sea surface temperatures averaged over the globe and over a 30-year period.,14,"GCM projections from the CCCRA indicate increases in sea-surface temperatures throughout the year (Simpson, et al., 2012).",2952,99,0.5124555160142349,['surface temperatures ']
34,Global warming is defined in this report as an increase in combined surface air and sea surface temperatures averaged over the globe and over a 30-year period.,14,Global mean surface temperature has increased since the late 19th century and each of the past three decades has been successively warmer than any previous decade.,2982,111,0.5217391304347826,"['Global ', 'increase']"
35,"Most land regions are experiencing greater warming than the global average, while most ocean regions are warming at a slower rate.",15,The main categories are identified in the inventory so that the resources available for its preparation are prioritized.,1582,88,0.504,['s are ']
36,"Most land regions are experiencing greater warming than the global average, while most ocean regions are warming at a slower rate.",15,Studies on regional sea level rise reveal indicate that the sea-level rise in Iceland may be quite different from the global average.,2298,95,0.5019011406844107,[' region']
37,A warming greater than 1.5°C is therefore not geophysically unavoidable: whether it will occur depends on future rates of emission reductions.,16,"Changes in the Gg CO e estimates are therefore not all due to improvements, increases or decreases in emissions.",1621,94,0.5118110236220472,"['therefore not ', ' emiss']"
38,A warming greater than 1.5°C is therefore not geophysically unavoidable: whether it will occur depends on future rates of emission reductions.,16,It is not possible to identify in detail the effects of individual policy measures in terms of emission reductions.,2593,92,0.5136186770428015,['s of emission reductions.']
39,This report assesses projected impacts at a global average warming of 1.5°C and higher levels of warming.,18,This report also highlights the large differences in impacts caused by a 1.5°C rise in global temperature and a 2°C rise.,1407,85,0.504424778761062,"['This report a', 'mpacts ']"
40,This report assesses projected impacts at a global average warming of 1.5°C and higher levels of warming.,18,The activity data collected from multiple sources was used to calculate national average figures and their levels of uncertainties.,2801,84,0.5169491525423728,['r levels of ']
41,This report assesses projected impacts at a global average warming of 1.5°C and higher levels of warming.,18,The IPCC Special Report on the impacts of global warming of 1.5°C has provided significant new understanding,3836,69,0.5633802816901409,"[' impacts ', 'global ', 'warming of 1.5°C ']"
42,Impacts at 1.5°C of warming also depend on the emission pathway to 1.5°C.,18,Each RCP represents a different emission pathway:,2373,46,0.5245901639344263,[' emission pathway']
43,Ambitious mitigation actions are indispensable to limit warming to 1.5°C while achieving sustainable development and poverty eradication (high confidence).,20,Ten prioritised mitigation actions were selected based on current evidence of alignment with government priorities; GHG mitigation potential and; the possibility to deliver sustainable development and adaptation benefits.,506,147,0.5212765957446808,"[' mitigation actions ', ' sustainable development and ']"
44,Equity has procedural and distributive dimensions and requires fairness in burden sharing both between generations and between and within nations.,21,Some studies and measurements are suggested to improve the understanding of the phenomenon in the basin and the conditions of adaptation.,1478,106,0.5088339222614842,[]
45,"This report is informed by traditional evidence of the physical climate system and associated impacts and vulnerabilities of climate change, together with knowledge drawn from the perceptions of risk and the experiences of climate impacts and governance systems.",22,"Based on the results of current vulnerability and indications of future vulnerability, possibilities for adaptation to climate change, together with measures allowing the implementation of the options identified by sector, are considered.",2677,179,0.504,"[' climate change, together with ']"
46,"This report is informed by traditional evidence of the physical climate system and associated impacts and vulnerabilities of climate change, together with knowledge drawn from the perceptions of risk and the experiences of climate impacts and governance systems.",22,"ARClim contains information on threats, exposure, vulnerability and risks to climate change, for the entire country and at the community level, which can be viewed through the Climate Threats Explorer and the Climate Risk Maps.",2688,182,0.5030674846625767,"['s inform', ' climate change, ', 'limate ']"
47,"This report is informed by traditional evidence of the physical climate system and associated impacts and vulnerabilities of climate change, together with knowledge drawn from the perceptions of risk and the experiences of climate impacts and governance systems.",22,This active international participation of the country in issues related to environmental protection and climate change contrasts with the fragile implementation of international treaties signed internally.,2996,169,0.5085470085470085,"[' of the ', ' climate change', ' with ']"
48,"This report focuses on 'climate-resilient development pathways', which aim to meet the goals of sustainable development, including climate adaptation and mitigation, poverty eradication and reducing inequalities.",23,"The IPCC reports highlight the challenge of shifting development pathways from current trends to those which enable social and economic development in a manner that achieves both rapid emissions reductions and climate resilience, while meeting national aspirations.",1528,164,0.5241090146750524,"[' report', ' development pathways', ' development']"
49,Significant uncertainty remains as to which pathways are more consistent with the principle of equity.,23,Uncertainty estimates are an essential element of the complete emissions inventory.,1160,70,0.508108108108108,['ertainty ']
50,Significant uncertainty remains as to which pathways are more consistent with the principle of equity.,23,The margins of uncertainty retained on the activity data are based on expert opinion.,1471,65,0.5133689839572193,['uncertainty re']
51,There is no single answer to the question of whether it is feasible to limit warming to 1.5°C and adapt to the consequences.,24,There is not any scientific/expert paper on determination of the GHG emission factors from various land use types in the country.,1126,86,0.5454545454545454,"['There is no', 'tion of ', ' the co']"
52,There is no single answer to the question of whether it is feasible to limit warming to 1.5°C and adapt to the consequences.,24,"There is a need to set up a register of waste water quantities, collection and treatment routes.",2364,79,0.5272727272727273,['There is ']
53,There is no single answer to the question of whether it is feasible to limit warming to 1.5°C and adapt to the consequences.,24,"The difference may be attributed to the use of the improved EFs, relative to the emission ratios from the Revised 1996 IPCC Guidelines.",2809,93,0.5019305019305019,[' to the ']
54,There is no single answer to the question of whether it is feasible to limit warming to 1.5°C and adapt to the consequences.,24,This makes it possible to allocate emission factors to differentiate according to the sub-category.,3881,84,0.5022421524663677,[' to the ']
55,Feasibility is considered in this report as the capacity of a system as a whole to achieve a specific outcome.,24,The majority of the FSS is located in the capital city of Castries on the west coast of the island.,538,75,0.507177033492823,"[' the cap', 'city of ']"
56,Feasibility is considered in this report as the capacity of a system as a whole to achieve a specific outcome.,24,"For this report, this external assessment has not been performed.",1353,74,0.5028571428571429,['this report']
57,Feasibility is considered in this report as the capacity of a system as a whole to achieve a specific outcome.,24,"Data used in this chapter pertain to activities of the year 2005, unless otherwise indicated.",2859,78,0.5024630541871922,['d in this ']
58,"The global transformation that would be needed to limit warming to 1.5°C requires enabling conditions that reflect the links, synergies and trade-offs between mitigation, adaptation and sustainable development.",24,The preparation of the national communication is the responsibility of the Ministry of Environment through the Permanent Secretariat of the National Council for Sustainable Development (SP-CNDD).,2659,150,0.5037037037037038,"['ustainable ', 'evelopment']"
59,"This framing also emphasises the global interconnectivity of past, present and future human-environment relations, highlighting the need and opportunities for integrated responses to achieve the goals of the Paris Agreement.",24,"Equity would also imply that a holistic, systemic and integrated understanding of the past, present, and future challenges and opportunities for action and ambition is obtained through the GST.",1529,151,0.5371702637889688,"[' also ', 'past, present', ' and future ', ' and opportunities for ']"
60,"This framing also emphasises the global interconnectivity of past, present and future human-environment relations, highlighting the need and opportunities for integrated responses to achieve the goals of the Paris Agreement.",24,"These include focus meetings and consultations to find out past, present and future activities relating to V&A in the various sectors and to ascertain the needs and priorities for V&A within each of the sectors.",3104,142,0.5241379310344827,"[' past, present and future ', ' relati', ' of the ']"
61,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The key categories are listed in order of decreasing contribution to the trend when uncertainty in incorporated.,22,75,0.5024154589371981,[' to the ']
62,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The key categories are listed in order of decreasing contribution to the trend when uncertainty in incorporated.,23,75,0.5024154589371981,[' to the ']
63,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,"This category, as seen from the aforementioned results, is a main source of GHG emissions in the energy sector.",139,74,0.5242718446601942,['This c']
64,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,"As a result of missing national data, the emission factors were adopted by the IPCC recommendations.",159,75,0.5025641025641026,[]
65,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The emissions and removals from the HWP were less than one percent for all years of the inventory.,304,66,0.5077720207253886,['rs of the ']
66,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,It is a continuous cycle spanning an 18month period from planning to submission of the report.,464,62,0.5185185185185186,[' of the report.']
67,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,These historical emissions were allocated across seven sectors considered in the mitigation assessment:,522,72,0.505050505050505,[' seven sect']
68,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,This chapters presents Malawi's Greenhouse Gas Inventory for the period beginning 2001 to 2017.,559,69,0.5052631578947369,['This chapter']
69,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The country specific data on waste composition is in the range of the IPCC default.,1054,65,0.5280898876404494,[' the r']
70,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The country specific data on waste composition is in the range of the IPCC default.,1082,65,0.5280898876404494,[' the r']
71,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,There are several factors which contributed to the large difference in the results.,1127,62,0.5168539325842696,"['ed to the ', ' the re']"
72,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The reporting component corresponds with the forest sector component of the national GHG-inventory.,1325,70,0.5051546391752577,[' compo']
73,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,These experiments contribute to the preparation of IPCC reports.,1380,57,0.5408805031446541,"[' to the ', ' report']"
74,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The advisory board is composed of representatives from the expert organisations and the responsible Government ministries.,1437,77,0.5253456221198156,[' is composed of ']
75,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The uncertainty margins proposed in this same guide for the default emission factors have also been used in this report.,1462,76,0.5395348837209302,"['posed ', ' report.']"
76,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The emission factors used to estimate fugitive methane emissions are not explained in the initial national communication report.,1472,86,0.5201793721973094,[' report.']
77,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,Chile incorporated it into its commitment for emitting sectors in the last update of its NDC.,1488,70,0.5106382978723405,[]
78,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,"planned improvements and recommendations, and other information specific to the sector.",1601,65,0.5054945054945055,[]
79,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The emission factors were determined from the carbon content of the fuel.,1656,58,0.5119047619047619,[' of the ']
80,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The source of the parameters used for the estimation of the emission factor is found below.,2113,67,0.5161290322580645,[]
81,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The choice of value depends on the type of DM presented by each of the herds.,2115,61,0.5116279069767442,[' of the ']
82,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The values throughout the time series are found in the Annex Local parameters of cultivated forest.,2123,67,0.5051546391752577,['ters of ']
83,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The choice of value depends on the type of DM presented by each of the herds.,2180,61,0.5116279069767442,[' of the ']
84,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The choice of value depends on the type of DM presented by each one of the herds.,2203,60,0.5113636363636364,[' of the ']
85,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,This modification was applied to the historical series.,2256,63,0.5066666666666666,['ed to the ']
86,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,This is reflected in a change of activity at the level of the type of waste (Le.,2401,64,0.5028571428571429,[]
87,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,This chapter presents the results of greenhouse gas emissions over the period 1990-2012.,2573,62,0.5027322404371585,['This chapter ']
88,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The advisory board is composed of representatives from the expert organisations and the responsible Government ministries.,2587,77,0.5253456221198156,[' is composed of ']
89,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,This category includes all woody vegetation lands according to the national greenhouse gas inventory classification.,3076,78,0.5023696682464456,"['This c', ' to the ']"
90,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The source of the parameters used for the estimation of the emission factor is found below.,3385,67,0.5161290322580645,[]
91,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The choice of value depends on the type of DM presented by each of the herds.,3387,61,0.5116279069767442,[' of the ']
92,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The values throughout the time series are found in the Annex Local parameters of cultivated forest.,3395,67,0.5051546391752577,['ters of ']
93,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The choice of value depends on the type of DM presented by each of the herds.,3452,61,0.5116279069767442,[' of the ']
94,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,The choice of value depends on the type of DM presented by each one of the herds.,3475,60,0.5113636363636364,[' of the ']
95,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,This modification was applied to the historical series.,3528,63,0.5066666666666666,['ed to the ']
96,This chapter is composed of seven sections linked to the remaining four chapters of the report.,25,This makes it possible to allocate emission factors to differentiate according to the sub-category.,3881,69,0.5051546391752577,[]
97,"This introductory Section 1.1 situates the basic elements of the assessment within the context of sustainable development, considerations of ethics, equity and human rights; and the problem of poverty.",25,"To carry out the quality control of the data used in the context of this inventory, we relied on the recommendations of the 2006 IPCC Guidelines for all activity data and emission factors.",3863,140,0.5089974293059125,"[' of the ', 'n the context of ', 'ations of ']"
98,Section 1.3 frames the impacts at 1.5°C and beyond on natural and human systems.,25,"As mentioned in graph 61, the term impact is defined as the effects on natural and human systems.",1593,44,0.6327683615819208,"['impact', ' on natural and human systems.']"
99,Section 1.3 frames the impacts at 1.5°C and beyond on natural and human systems.,25,"Climate change is changing the level of extreme phenomena, which effects the exposure and vulnerability of natural ecosystems and human ecosystems.",2312,93,0.5022026431718062,"[' natural ', 'and human ', 'systems.']"
100,Section 1.3 frames the impacts at 1.5°C and beyond on natural and human systems.,25,According to the IPCC (2013) the impact of climate change will be significant in natural and human systems.,3031,53,0.5989304812834224,"[' the impact', 'n natural and human systems.']"
101,"Human influence on climate has been the dominant cause of observed warming since the mid-20th century, while global average surface temperature warmed by 0.85°C between 1880 and 2012, as reported in the IPCC Fifth Assessment Report, or ARS (IPCC, 2013b).",27,"Based on the energy situation in Malawi, the A1B scenario was selected for the generation of climate change predictions as described in the 4th Assessment Report or AR4 (IPCC, 2007).",581,153,0.5091743119266054,"['ed in the ', 'th Assessment Report', ' or AR', ' (IPCC, 20']"
102,"Small islands, megacities, coastal regions, and high mountain ranges are likewise among the most affected (Albert et al, 2017).",27,Small Island Developing States are therefore likely to be among the countries most seriously affected by climate change and its impacts.,531,92,0.5095057034220533,"['Small ', ' affected ']"
103,"Small islands, megacities, coastal regions, and high mountain ranges are likewise among the most affected (Albert et al, 2017).",27,"Small Island States, like the tri-state of Grenada, are therefore likely to be among the countries most seriously affected by climate change and its impacts.",2920,99,0.5140845070422535,"['Small ', 're like', 'e among the ', 'affected ']"
104,Differences in vulnerability and exposure arise from numerous,28,with the vulnerability and exposure of human systems,1585,28,0.6371681415929203,['vulnerability and exposure ']
105,"The overarching context of this report is this: human influence has become a principal agent of change on the planet, shifting the world out of the relatively stable Holocene period into a new geological era, often termed the Anthropocene (Box 1.1).",29,"The aforementioned report states: ""the human influence has been detected in the warming of the atmosphere and the ocean, in alterations in the global water cycle, in reductions in the amount of snow and ice, in the global average elevation of the level of sea water and changes in some extreme weather events.",2994,201,0.5017921146953406,"['report ', 'uman influence has be']"
106,Responding to climate change in the Anthropocene will require approaches that integrate multiple levels of interconnectivity across the global community.,29,Assessing the impacts of climate change on the Arctic environment is one of the priority areas.,2602,106,0.5080645161290323,"[' climate change ', 'n the A']"
107,"The aim of the Paris Agreement under the UNFCCC to pursue efforts to limit the rise in global temperatures to 1.5°C above preindustrial levels raises ethical concerns that have long been central to climate debates (Fleurbaey et al., 2014; Kolstad et al., 2014).",31,"In view of the objectives of the Paris Agreement, in particular to pursue efforts to limit the average temperature increase to 1.5 °C compared to pre-industrial temperatures, the overall level of ambition in 2015 NDCs has been too low for achieving the goal.",120,163,0.5780346820809248,"[' of the Paris Agreement', ' to pursue efforts to limit the ', ' temperature', ' to 1.5', 'industrial ']"
108,"The Paris Agreement makes particular reference to the principle of equity, within the context of broader international goals of",31,"The CH4 emissions are particularly relevant for open burning, where a large fraction of carbon in the waste is not oxidized.",1068,86,0.50199203187251,[' particular']
109,"The Paris Agreement makes particular reference to the principle of equity, within the context of broader international goals of",31,"The CH4 emissions are particularly relevant for open burning, where a large fraction of carbon in the waste is not oxidized.",1081,86,0.50199203187251,[' particular']
110,"The Paris Agreement makes particular reference to the principle of equity, within the context of broader international goals of",31,"In the face of climate change issues, French research sets its priorities in line with the major European and international programmes.",1381,87,0.5114503816793894,[' international ']
111,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,More detailed descriptions of the methodologies can be found in these documents.,24,64,0.5029940119760479,[]
112,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,"A Report of the Intergovernmental Panel on Climate Change, United Nations Environmental Program.",63,65,0.5136612021857924,['t of the ']
113,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The State of Palestine's anthropogenic (human-induced) GHG emissions have been estimated for the year 2011.,80,71,0.5051546391752577,['nthropo']
114,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The creation of the GHGI revealed some errors in the original software.,87,57,0.5063291139240507,[' of the ']
115,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,"When no other options were available, indices were determined by the expert assessment.",129,59,0.5057471264367817,[]
116,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The observed growth of the weather extremes is determined by the climatic system changes as a whole.,168,61,0.5026737967914439,[' of the ']
117,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The Report of the Ocean and Climate Platform indicates that the rise in sea level accelerated by 3.,181,67,0.5161290322580645,['t of the ']
118,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The use of these IPCC Guidelines for all years fulfils the objective of the Conference of the Parties for the use of,436,72,0.5024630541871922,"[' of the', ' of the Par']"
119,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,Data on refrigerants was obtained from the Department of the Environment (DOE).,469,57,0.5060240963855422,[' of the ']
120,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,"The important thing is to achieve a balance between the two, as prescribed by the Paris agreement.",496,52,0.6054054054054054,"[' the Paris ', 'greement.']"
121,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The successive reports of the IPCC warn and recall the human responsibilities linked to this phenomenon.,500,69,0.5235602094240838,[' of the ']
122,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The majority of the FSS is located in the capital city of Castries on the west coast of the island.,538,63,0.5161290322580645,[' of the ']
123,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The methodology of the study therefore focused on the coastal zone in the vicinity of Castries.,538,61,0.5274725274725275,[' of the ']
124,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,"These huge costs could be prohibitive unless funding can be leveraged through, for instance, the Adaptation Fund or the Green Climate Fund.",541,90,0.504424778761062,"['can be l', 'ation ']"
125,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The N₂O accounted for in the WMS is from open burning and domestic wastewater treatment.,592,62,0.5028571428571429,[]
126,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The emissions of N₂O that result from anthropogenic N inputs or N mineralization occur through both:,976,69,0.5026737967914439,"['nthropo', 'ation o']"
127,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The country specific data on waste composition is in the range of the IPCC default.,1054,56,0.5176470588235293,"['The co', ' of the ']"
128,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The country specific data on waste composition is in the range of the IPCC default.,1082,56,0.5176470588235293,"['The co', ' of the ']"
129,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,The following table specifies the methodological level and the guidelines used to estimate GHG emissions in this sector.,1234,78,0.5217391304347826,['ed to ']
130,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,These experiments contribute to the preparation of IPCC reports.,1380,52,0.5298013245033113,"[' to the ', 'ration of ']"
131,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,"The national system is designed to ensure the quality of the inventory, i.e.",1385,58,0.5030674846625767,"['ed to ', ' of the ']"
132,The concept of the Anthropocene can be linked to the aspiration of the Paris Agreement.,32,"However, the uncertainty related to the use of these factors remains high.",1475,57,0.5341614906832298,"['ed to the ', ' of the']"
