,Text (IPCC report),Text (IPCC report) - Row Index,Text (IPCC mentions),Text (IPCC mentions) - Row Index,Distance,Ratio,Matching Text
165,"The Convention's ultimate objective is the stabilisation of greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system"".",4969,"The ultimate objective of the UNFCCC is to ""stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system"" (UN, 1992: p. 9).",1628,52,0.856447688564477,"['ultimate objective ', ' greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system""']"
166,"The Convention's ultimate objective is the stabilisation of greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system"".",4969,The United Nations Framework Convention on Climate Change (UNFCCC) objective is to stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system.,7795,58,0.8518518518518519,"['Convention', 'imate ', 'objective is t', ' stabili', 'greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system']"
167,"The Convention's ultimate objective is the stabilisation of greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system"".",4969,"The ultimate objective of the UNFCCC is to ""stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system"" (UN, 1992: p. 9).",14218,52,0.856447688564477,"['ultimate objective ', ' greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system""']"
168,Vulnerability encompasses a variety of concepts and elements including sensitivity or susceptibility to harm and lack of capacity to cope and adapt.,4972,"Vulnerability encompasses a variety of concepts and elements including sensitivity or susceptibility to harm and lack of capacity to cope and adapt"" (Field et al.",13659,14,0.9548387096774194,['Vulnerability encompasses a variety of concepts and elements including sensitivity or susceptibility to harm and lack of capacity to cope and adapt']
169,The study by Warren et al.,5490,"The study by Clarke, et al.",2966,4,0.8679245283018868,"['The study by ', ' et al.']"
170,"Adaptation In human systems, the process of adjustment to actual or expected climate and its effects, in order to moderate harm or exploit beneficial opportunities.",5647,"In human systems, adaptation is the process of adjustment to actual or expected climate and its effects, in order to moderate harm or exploit beneficial opportunities.",7487,25,0.9244712990936556,"['In human systems,', ' the process of adjustment to actual or expected climate and its effects, in order to moderate harm or exploit beneficial opportunities.']"
171,"In natural systems, the process of adjustment to actual climate and its effects; human intervention may facilitate adjustment to expected climate and its effects.",5647,"In natural systems, it is the process of adjustment to actual climate and its effects; human intervention may facilitate adjustment to expected climate and its effects (IPCC, 2018, p.542)",7487,25,0.9283667621776505,"['In natural systems, ', 'he process of adjustment to actual climate and its effects; human intervention may facilitate adjustment to expected climate and its effects']"
172,"Adaptive capacity The ability of systems, institutions, humans and other organisms to adjust to potential damage, to take advantage of opportunities, or to respond to consequences (MA, 2005).",5653,"Adaptive capacity is the ability of systems, institutions, humans and other organisms to adjust to potential damage, to take advantage of opportunities or to respond to consequences.",7486,16,0.9544235924932976,"['Adaptive capacity ', 'he ability of systems, institutions, humans and other organisms to adjust to potential damage, to take advantage of opportunities', ' or to respond to consequences']"
173,"Climate in a wider sense is the state, including a statistical description, of the climate system.",5739,"a wider sense is the state, including a statistical descrip- tion, of the climate system (IPCC, 2018, p.544).",7485,33,0.8405797101449275,"['wider sense is the state, including a statistical descrip', 'tion, of the climate system']"
174,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",5741,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",110,0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
175,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",5741,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",7495,0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
176,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",5741,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",9517,0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
177,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",5741,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",9524,0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
178,"When a pattern of extreme weather persists for some time, such as a season, it may be classified as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., high temperature, drought, or heavy rainfall over a season).",5741,"When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (eg, drought or heavy rainfall over a season).""",110,25,0.9496981891348089,"['When a pattern of extreme weather persists for some time, such as a season, it may be class', 'ed as an extreme climate event, especially if it yields an average or total that is itself extreme (e', 'drought', ' or heavy rainfall over a season).']"
179,"When a pattern of extreme weather persists for some time, such as a season, it may be classified as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., high temperature, drought, or heavy rainfall over a season).",5741,"When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (for example, drought or heavy rainfall over a season) (IPCC, 2018, p.549).",7495,42,0.9104761904761904,"['When a pattern of extreme weather persists for some time, such as a season, it may be class', 'ed as an extreme climate event, especially if it yields an average or total that is itself extreme (', 'e, drought', ' or heavy rainfall over a season']"
180,"When a pattern of extreme weather persists for some time, such as a season, it may be classified as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., high temperature, drought, or heavy rainfall over a season).",5741,"When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).",9517,22,0.9558232931726908,"['When a pattern of extreme weather persists for some time, such as a season, it may be class', 'ed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., ', 'drought', ' or heavy rainfall over a season).']"
181,"When a pattern of extreme weather persists for some time, such as a season, it may be classified as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., high temperature, drought, or heavy rainfall over a season).",5741,"When a pattern of extreme weather persists for some time, such as a season, it may be classed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., drought or heavy rainfall over a season).""",9524,23,0.9539078156312625,"['When a pattern of extreme weather persists for some time, such as a season, it may be class', 'ed as an extreme climate event, especially if it yields an average or total that is itself extreme (e.g., ', 'drought', ' or heavy rainfall over a season).']"
182,"Climate change A change in the state of the climate that can be identified (e.g., by using statistical tests) by changes in the mean and or the variability of its properties and that persists for an extended period, typically decades or longer.",5742,"Climate change refers to a change in the state of the climate that can be identified (for example, by using statistical tests) by changes in the mean and/ or the variability of its properties, and which persists for an extended period, typically decades or longer.",7484,27,0.9330708661417323,"['Climate change ', 'change in the state of the climate that can be identified (', ', by using statistical tests) by changes in the mean and', ' or the variability of its properties', ' persists for an extended period, typically decades or longer.']"
183,"Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.",5742,"Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.",7484,0,1.0,"['Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.']"
184,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods'.",5742,"he United Nations Framework Convention on Climate Change (UNFCCC) defines climate change in the following terms: A change of climate directly or indirectly attributable to human activity, which alters the composition of the global atmosphere and adds to the natural climate variability observed over comparable time periods.",2564,102,0.827178729689808,"['e United Nations Framework Convention on Climate Change (UNFCCC)', ' change of climate ', 'irectly ', ' to human activity', ' alters the composition of the global atmosphere and ', ' natural climate variability observed over comparable time periods']"
185,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods'.",5742,"EXECUTIVE SUMMAR T he United Nations Framework Convention on Climate Change (UNFCCC) defines climate change as: ""change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is in addition to natural climate variability observed over comparable period of time"".",2568,60,0.886002886002886,"['he United Nations Framework Convention on Climate Change (UNFCCC)', 'defines climate change as: ', 'change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', ' is in addition to natural climate variability observed over comparable ']"
186,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods'.",5742,"Under the UNFCCC, climate change is defined as ""a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods"".",4152,88,0.8412698412698413,"[' the U', 'limate ', 'hange ', 'define', 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods']"
187,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods'.",5742,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: ""a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods.""",7484,3,0.9943342776203966,"['Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: ', 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods']"
188,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods'.",5742,"This usage differs from that in the United Nations Framework Convention on Climate Change (UNFCCC), where climate change refers to a change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is addition to natural climate variability observed over comparable time periods.",7636,69,0.8826025459688827,"['the United Nations Framework Convention on Climate Change (UNFCCC), ', 'climate change ', 'a change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', 'addition to natural climate variability observed over comparable time periods']"
189,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods'.",5742,"This usage differs from that in the United Nations Framework Convention on Climate Change (UNFCCC), where climate change refers to a change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is addition to natural climate variability observed over comparable time periods.",7637,69,0.8826025459688827,"['the United Nations Framework Convention on Climate Change (UNFCCC), ', 'climate change ', 'a change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', 'addition to natural climate variability observed over comparable time periods']"
190,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods'.",5742,"This usage differs from that in the United Nations Framework Convention on Climate Change (UNFCCC), where climate change refers to a change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is addition to natural climate variability observed over comparable time periods.",8591,69,0.8826025459688827,"['the United Nations Framework Convention on Climate Change (UNFCCC), ', 'climate change ', 'a change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', 'addition to natural climate variability observed over comparable time periods']"
191,"Note that the United Nations Framework Convention on Climate Change (UNFCCC), in its Article 1, defines climate change as: 'a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods'.",5742,"This usage differs from that in the United Nations Framework Convention on Climate Change (UNFCCC), where climate change refers to a change of climate that is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and that is addition to natural climate variability observed over comparable time periods.",8592,69,0.8826025459688827,"['the United Nations Framework Convention on Climate Change (UNFCCC), ', 'climate change ', 'a change of climate ', ' is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and ', 'addition to natural climate variability observed over comparable time periods']"
192,The UNFCCC thus makes a distinction between climate change attributable to human activities altering the atmospheric composition and climate variability attributable to natural causes.,5742,"The UNFCCC thus makes a distinction between climate change attributable to human activities altering the atmospheric composition and climate variability attributable to natural causes (IPCC, 2018, p.544).",7484,20,0.9484536082474226,['The UNFCCC thus makes a distinction between climate change attributable to human activities altering the atmospheric composition and climate variability attributable to natural causes']
193,"Climate projection Simulated response of the climate system to a scenario of future emissions or concentrations of greenhouse gases (GHGS) and aerosols and changes in land use, generally derived using climate models.",5754,"A climate projection is the simulated response of the climate system to a scenario of future emission or concentration of greenhouse gases (GHGS) and aerosols, generally derived using climate models.",7490,37,0.9060240963855422,"['limate projection ', 'imulated response of the climate system to a scenario of future emission', ' or concentration', ' of greenhouse gases (GHGS) and aerosols', ', generally derived using climate models.']"
194,"Climate projections are distinguished from climate predictions by their dependence on the emission/concentration/ radiative forcing scenario used, which is in turn based on assumptions concerning, for example, future socio-economic and technological developments that may or may not be realized.",5754,"Climate projections are distinguished from climate predictions by their dependence on the emission/concentration/ radiative forcing scenario used, which is in turn based on assumptions concerning, for example, future socioeconomic and technological developments that may or may not be realised (IPCC, 2018, p.545).",7490,22,0.9622331691297209,"['Climate projections are distinguished from climate predictions by their dependence on the emission/concentration/ radiative forcing scenario used, which is in turn based on assumptions concerning, for example, future socio', 'economic and technological developments that may or may not be reali']"
195,"The climate system can be represented by models of varying complexity, that is, for any one component or combination of components, a spectrum or hierarchy of models can be identified, differing in such aspects as the number of spatial dimensions, the extent to which physical, chemical or biological processes are explicitly represented, or the level at which empirical parametrizations are involved.",5755,"components a spectrum or hierarchy of models can be identified, differing in such aspects as the number of spatial dimensions, the extent to which physical, chemical or biological processes are explicitly represented, or the level at which empirical parameterizations are involved.",7488,122,0.8211143695014662,"[' a spectrum or hierarchy of models can be identified, differing in such aspects as the number of spatial dimensions, the extent to which physical, chemical or biological processes are explicitly represented, or the level at which empirical paramet', 'rizations are involved.']"
196,There is an evolution towards more complex models with interactive chemistry and biology.,5755,There is an evolution towards more complex models with interactive chemistry and biology.,7488,0,1.0,['There is an evolution towards more complex models with interactive chemistry and biology.']
197,"Climate models are applied as a research tool to study and simulate the climate and for operational purposes, including monthly, seasonal and interannual climate predictions.",5755,"Climate models are applied as a research tool to study and simulate the climate and for operational purposes, including monthly, seasonal and interannual climate predictions (IPCC, 2018, p.545).",7488,20,0.9456521739130435,"['Climate models are applied as a research tool to study and simulate the climate and for operational purposes, including monthly, seasonal and interannual climate predictions']"
198,at all spatial and temporal scales beyond that of individual weather events.,5776,of the climate on all spatial and temporal scales beyond that of individual weather events.,7492,15,0.9101796407185628,[' all spatial and temporal scales beyond that of individual weather events.']
199,"Variability may be intrinsic, due to fluctuations of processes t internal to the climate system (internal variability), or extrinsic, due to variations in natural or anthropogenic external forcing (forced variability).",5776,"Variability may be due to natural internal processes within the climate system (internal variability), or to variations in natural or anthropogenic external forcing (external variability).",7492,57,0.8226600985221675,"['Variability may be ', 'due to ', ' processes ', 'he climate system (internal variability), or ', 'o variations in natural or anthropogenic external forcing (', ' variability).']"
200,A Downscaling A method that derives local- to regional-scale er information from larger-scale models or data analyses.,5803,Downscaling is a method that derives local to regional-scale (up to 100 km) information from larger scale models or data analyses.,7489,22,0.8951612903225806,"['Downscaling ', 'method that derives local', ' to regional-scale ', 'information from larger', 'scale models or data analyses.']"
201,Two main methods exist: dynamical downscaling and empirical/statistical downscaling.,5803,Two main methods exist: dynamical downscaling and empirical/statistical downscaling.,7489,0,1.0,['Two main methods exist: dynamical downscaling and empirical/statistical downscaling.']
202,"The dynamical method uses the output of regional climate models, global models with variable spatial resolution, or high-resolution global models.",5803,"The dynamical method uses the output of regional climate models, global models with variable spatial resolution, or high-resolution global models.",7489,0,1.0,"['The dynamical method uses the output of regional climate models, global models with variable spatial resolution, or high-resolution global models.']"
203,The empirical/statistical methods are based on observations and develop statistical relationships that link the large-scale atmospheric variables with local/regional climate variables.,5803,The empirical/statistical methods are based on observations and develop statistical relationships that link the large-scale atmospheric variables with local/ regional climate variables.,7489,1,0.997289972899729,"['The empirical/statistical methods are based on observations and develop statistical relationships that link the large-scale atmospheric variables with local/', 'regional climate variables.']"
204,"In all cases, the quality of the driving model remains an important limitation on quality of the downscaled information.",5803,"In all cases, the quality of the driving model remains an important limitation on quality of the downscaled information.",7489,0,1.0,"['In all cases, the quality of the driving model remains an important limitation on quality of the downscaled information.']"
205,"The two methods can be combined, for example, applying empirical/ statistical downscalling to the output of a regional climate model consisting of a dynamical downscaling of a global climate model.",5803,"The two methods can be combined, e.g, applying empirical/ statistical downscaling to the output of a regional climate model, consisting of a dynamical downscaling of a global climate model (IPCC, 2018, p.547).",7489,32,0.916256157635468,"['The two methods can be combined, ', ', applying empirical/ statistical downscal', 'ing to the output of a regional climate model', ' consisting of a dynamical downscaling of a global climate model']"
206,Extreme weather event An event that is rare at a particular place and time of year.,5855,"120 IPCC ARS: ""An extreme weather event is an event that is rare at a particular place and time of year.",110,23,0.8663101604278075,"['xtreme weather event ', 'n event that is rare at a particular place and time of year.']"
207,Extreme weather event An event that is rare at a particular place and time of year.,5855,An extreme weather event is an event that is rare at a particular place and time of year.,7495,8,0.9418604651162791,"['xtreme weather event ', 'n event that is rare at a particular place and time of year.']"
208,Extreme weather event An event that is rare at a particular place and time of year.,5855,"10 IPCC ARS: ""An extreme weather event is an event that is rare at a particular place and time of year.",9517,22,0.8709677419354839,"['xtreme weather event ', 'n event that is rare at a particular place and time of year.']"
209,"Definitions of 'rare' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.",5855,"Definitions of rare vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.",110,2,0.9947089947089947,"['Definitions of ', ' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.']"
210,"Definitions of 'rare' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.",5855,"Definitions of rare vary, but an extreme weather event would normally be as rare as or rarer than the 10th or goth percentile of a probability density function estimated from observations.",7495,4,0.9841269841269842,"['Definitions of ', ' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or ', 'th percentile of a probability density function estimated from observations.']"
211,"Definitions of 'rare' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.",5855,"Definitions of rare vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.",9517,2,0.9947089947089947,"['Definitions of ', ' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.']"
212,"Definitions of 'rare' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90th percentile of a probability density function estimated from observations.",5855,"Definitions of rare vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90 percentile of a probability density function estimated from observations.",9524,4,0.9893617021276596,"['Definitions of ', ' vary, but an extreme weather event would normally be as rare as or rarer than the 10th or 90', ' percentile of a probability density function estimated from observations.']"
213,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",5855,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",110,0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
214,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",5855,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",7495,0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
215,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",5855,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",9517,0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
216,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",5855,"By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.",9524,0,1.0,"['By definition, the characteristics of what is called extreme weather may vary from place to place in an absolute sense.']"
217,"Exposure The presence of people; livelihoods; species or ecosystems; environmental functions, services, and resources; infrastructure; or economic, social, or cultural assets in places and settings that could be adversely affected.",5864,"For the IPCC (2014b), exposure is the presence of people, their livelihoods, species and ecosystems, environmental functions, services and resources, infrastructure or economic, social or cultural assets in places that could be adversely affected.",3769,56,0.8661087866108786,"['xposure ', 'he presence of people', 'livelihoods', ' species ', ' ecosystems', ' environmental functions, services', ' and resources', ' infrastructure', ' or economic, social', ' or cultural assets in place', 's that could be adversely affected.']"
218,"Exposure The presence of people; livelihoods; species or ecosystems; environmental functions, services, and resources; infrastructure; or economic, social, or cultural assets in places and settings that could be adversely affected.",5864,"Exposure refers to the presence of people; livelihoods; species or ecosystems; environmental functions, services, and resources; infrastructure; or economic, social, or cultural assets in places and settings that could be adversely affected (IPCC, 2018, p.549).",7494,31,0.9349593495934959,"['Exposure ', 'he presence of people; livelihoods; species or ecosystems; environmental functions, services, and resources; infrastructure; or economic, social, or cultural assets in places and settings that could be adversely affected']"
219,Livelihood The resources used and the activities undertaken in order for people to live.,5985,Livelihood refers to the resources used and the activities undertaken in order to live.,7497,22,0.8685714285714285,"['Livelihood ', 'he resources used and the activities undertaken in order', ' to live.']"
220,Livelihoods are usually determined by the entitlements and assets to which people have access.,5985,Livelihoods are usually determined by the entitlements and assets to which people have access.,7497,0,1.0,['Livelihoods are usually determined by the entitlements and assets to which people have access.']
221,"Such assets can be categorized as human, social, natural, physical or financial",5985,"Such assets can be categorised as human, social, natural, physical or financial (IPCC, 2018, p.553).",7497,22,0.8715083798882681,"['Such assets can be categori', 'ed as human, social, natural, physical or financial']"
222,Mitigation (of climate change) A human intervention to reduce emissions or enhance the sinks of greenhouse gases.,6019,Mitigation is an intervention to reduce the emissions sources or enhance the sinks of greenhouse gases.,8512,35,0.8333333333333334,"['Mitigation ', 'intervention to reduce ', 'mission', 's or enhance the sinks of greenhouse gases.']"
223,"Ocean acidification (OA) A reduction in the pH of the ocean accompanied by other chemical changes (primarily in the levels of carbonate and bicarbonate ions), over an extended period, typically decades or longer, which is caused primarily by uptake of carbon dioxide (CO) from the atmosphere, but can also be caused by other chemical additions or subtractions from the ocean.",6037,"Ocean acidification refers to a reduction in the pH of the ocean over an extended period, typically decades or longer, which is caused primarily by uptake of carbon dioxide (CO2) from the atmosphere, but can also be caused by other chemical additions or subtractions from the ocean.",7500,109,0.8249619482496195,"['Ocean acidification ', 'n the ', ' over an extended period, typically decades or longer, which is caused primarily by uptake of carbon dioxide (CO', ') from the atmosphere, but can also be caused by other chemical additions or subtractions from the ocean.']"
224,"Anthropogenic OA refers to the component of pH reduction that is caused by human activity (IPCC, 2011, p. 37).",6037,"Anthropogenic ocean acidification refers to the component of pH reduction that is caused by human activity (IPCC, 2011, p. 37; IPCC, 2018, p.555).",7500,38,0.84375,"['Anthropogenic ', 'refers to the component of pH reduction that is caused by human activity (IPCC, 2011, p. 37']"
225,"Projection A potential future evolution of a quantity or set of quantities, often computed with the aid of a model.",6086,"A projection is a potential future evolution of a quantity or set of quantities, often computed with the aid of a model.",7498,7,0.9617021276595745,"['rojection ', ' potential future evolution of a quantity or set of quantities, often computed with the aid of a model.']"
226,"Unlike predictions, projections are conditional on assumptions concerning, for example, future socio-economic and technological developments that may",6086,"Unlike predictions, projections are conditional on assumptions concerning, for example, future socio-economic and technological developments that may or may not be realised (IPCC, 2018, p.556).",7498,44,0.8713450292397661,"['Unlike predictions, projections are conditional on assumptions concerning, for example, future socio-economic and technological developments that may']"
227,n n Regional climate model (RCM) A climate model higher resolution over a limited area.,6115,Regional climate models (RCM) have higher resolution over a limited area.,14708,18,0.875,"['Regional climate model', ' (RCM) ', ' higher resolution over a limited area.']"
228,"Note that scenarios are neither predictions nor forecasts, but are used to provide a view of the implications of developments and actions.",6143,"Note that scenarios are neither predictions nor forecasts, but are used to provide a view of the implications of developments and actions (IPCC, 2018, p.557).",7502,20,0.9324324324324325,"['Note that scenarios are neither predictions nor forecasts, but are used to provide a view of the implications of developments and actions']"
229,The storm surge is defined as being the excess above the level expected from the tidal variation alone at that time and place.,6193,"The storm surge is defined as being the excess above the level expected from the tidal variation alone at that time and place (IPCC, 2014).",7504,13,0.9509433962264151,['The storm surge is defined as being the excess above the level expected from the tidal variation alone at that time and place']
230,"The Convention's ultimate objective is the 'stabilization of greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system' (UNFCCC, 1992).",6243,"The ultimate objective of the UNFCCC is to ""stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system"" (UN, 1992: p. 9).",1628,47,0.8758782201405152,"['ultimate objective ', ' greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system', ', 1992']"
231,"The Convention's ultimate objective is the 'stabilization of greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system' (UNFCCC, 1992).",6243,The United Nations Framework Convention on Climate Change (UNFCCC) objective is to stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system.,7795,73,0.8258928571428572,"['Convention', 'imate ', 'objective is t', 'stabiliz', 'greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system']"
232,"The Convention's ultimate objective is the 'stabilization of greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system' (UNFCCC, 1992).",6243,"The ultimate objective of the UNFCCC is to ""stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system"" (UN, 1992: p. 9).",14218,47,0.8758782201405152,"['ultimate objective ', ' greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system', ', 1992']"
233,y Vulnerability The propensity or predisposition to be adversely affected.,6251,"Vulnerability is defined in IPCCARS as the ""propensity or predisposition to be adversely affected.",13659,29,0.8255813953488372,"['Vulnerability ', 'propensity or predisposition to be adversely affected.']"
234,Vulnerability encompasses a variety of concepts and elements including sensitivity or susceptibility to harm and lack of capacity to cope and adapt.,6251,"Vulnerability encompasses a variety of concepts and elements including sensitivity or susceptibility to harm and lack of capacity to cope and adapt"" (Field et al.",13659,14,0.9548387096774194,['Vulnerability encompasses a variety of concepts and elements including sensitivity or susceptibility to harm and lack of capacity to cope and adapt']
235,In: IPCC Special Report on the Ocean and Cryosphere in a Changing Climate [H.-O.,6271,"High Mountain Areas; in IPCC Special Report on the Ocean and Cryosphere in a Changing Climate, (eds.)",8206,29,0.8066298342541436,['IPCC Special Report on the Ocean and Cryosphere in a Changing Climate']
236,"Pörtner, D.C. Roberts, V. Masson-Delmatte, P. Zhai, M. Tignor, E. Poloczanska, K. Mintenbeck, A. Alegria, M. Nicolai, A. Okem, L. Petzold, B. Rama, N.M.Weyer (eds.)].",6271,"Pörtner, D.C. Roberts, V. Masson-Delmotte, P. Zhai, M. Tignor, E. Poloczanska, K. Mintenbeck, A. Alegría, M. Nicolai, A. Okem, J. Petzold, B. Rama, N.M. Weyer (eds.)].",8206,4,0.978978978978979,"['Pörtner, D.C. Roberts, V. Masson-Delm', 'tte, P. Zhai, M. Tignor, E. Poloczanska, K. Mintenbeck, A. Alegr', 'a, M. Nicolai, A. Okem, ', '. Petzold, B. Rama, N.M.', 'Weyer (eds.)].']"
